Area,Year,average_rain_fall_mm_per_year,Item,Yield,pesticide,avg_temp
5,2009,534.0,3,35096,38065.68,18.18
5,2009,534.0,4,18926,38065.68,17.39
5,2009,534.0,4,18926,38065.68,20.65
5,2009,534.0,4,18926,38065.68,12.87
5,2009,534.0,4,18926,38065.68,14.65
5,2009,534.0,4,18926,38065.68,19.01
5,2009,534.0,4,18926,38065.68,18.18
5,2009,534.0,7,250797,38065.68,17.39
5,2009,534.0,7,250797,38065.68,20.65
5,2009,534.0,7,250797,38065.68,12.87
5,2009,534.0,7,250797,38065.68,14.65
5,2009,534.0,7,250797,38065.68,19.01
5,2009,534.0,7,250797,38065.68,18.18
5,2009,534.0,5,15831,38065.68,17.39
5,2009,534.0,5,15831,38065.68,20.65
5,2009,534.0,5,15831,38065.68,12.87
5,2009,534.0,5,15831,38065.68,14.65
5,2009,534.0,5,15831,38065.68,19.01
5,2009,534.0,5,15831,38065.68,18.18
5,2010,534.0,0,55593,42169.39,16.72
5,2010,534.0,0,55593,42169.39,20.33
5,2010,534.0,0,55593,42169.39,12.37
5,2010,534.0,0,55593,42169.39,14.23
5,2010,534.0,0,55593,42169.39,19.09
5,2010,534.0,0,55593,42169.39,18.0
5,2010,534.0,1,351334,42169.39,16.72
5,2010,534.0,1,351334,42169.39,20.33
5,2010,534.0,1,351334,42169.39,12.37
5,2010,534.0,1,351334,42169.39,14.23
5,2010,534.0,1,351334,42169.39,19.09
5,2010,534.0,1,351334,42169.39,18.0
5,2010,534.0,2,103895,42169.39,16.72
5,2010,534.0,2,103895,42169.39,20.33
5,2010,534.0,2,103895,42169.39,12.37
5,2010,534.0,2,103895,42169.39,14.23
5,2010,534.0,2,103895,42169.39,19.09
5,2010,534.0,2,103895,42169.39,18.0
5,2010,534.0,3,30279,42169.39,16.72
5,2010,534.0,3,30279,42169.39,20.33
5,2010,534.0,3,30279,42169.39,12.37
5,2010,534.0,3,30279,42169.39,14.23
5,2010,534.0,3,30279,42169.39,19.09
5,2010,534.0,3,30279,42169.39,18.0
5,2010,534.0,4,19042,42169.39,16.72
5,2010,534.0,4,19042,42169.39,20.33
5,2010,534.0,4,19042,42169.39,12.37
5,2010,534.0,4,19042,42169.39,14.23
5,2010,534.0,4,19042,42169.39,19.09
5,2010,534.0,4,19042,42169.39,18.0
5,2010,534.0,7,305974,42169.39,16.72
5,2010,534.0,7,305974,42169.39,20.33
5,2010,534.0,7,305974,42169.39,12.37
5,2010,534.0,7,305974,42169.39,14.23
5,2010,534.0,7,305974,42169.39,19.09
5,2010,534.0,7,305974,42169.39,18.0
5,2010,534.0,5,15729,42169.39,16.72
5,2010,534.0,5,15729,42169.39,20.33
5,2010,534.0,5,15729,42169.39,12.37
5,2010,534.0,5,15729,42169.39,14.23
5,2010,534.0,5,15729,42169.39,19.09
5,2010,534.0,5,15729,42169.39,18.0
5,2011,534.0,0,57390,47632.99,16.9
5,2011,534.0,0,57390,47632.99,19.88
5,2011,534.0,0,57390,47632.99,12.16
5,2011,534.0,0,57390,47632.99,14.19
5,2011,534.0,0,57390,47632.99,19.99
5,2011,534.0,0,57390,47632.99,17.71
5,2011,534.0,1,350887,47632.99,16.9
5,2011,534.0,1,350887,47632.99,19.88
5,2011,534.0,1,350887,47632.99,12.16
5,2011,534.0,1,350887,47632.99,14.19
5,2011,534.0,1,350887,47632.99,19.99
5,2011,534.0,1,350887,47632.99,17.71
5,2011,534.0,2,95441,47632.99,16.9
5,2011,534.0,2,95441,47632.99,19.88
5,2011,534.0,2,95441,47632.99,12.16
5,2011,534.0,2,95441,47632.99,14.19
5,2011,534.0,2,95441,47632.99,19.99
5,2011,534.0,2,95441,47632.99,17.71
5,2011,534.0,3,30558,47632.99,16.9
5,2011,534.0,3,30558,47632.99,19.88
5,2011,534.0,3,30558,47632.99,12.16
5,2011,534.0,3,30558,47632.99,14.19
5,2011,534.0,3,30558,47632.99,19.99
5,2011,534.0,3,30558,47632.99,17.71
5,2011,534.0,4,17136,47632.99,16.9
5,2011,534.0,4,17136,47632.99,19.88
5,2011,534.0,4,17136,47632.99,12.16
5,2011,534.0,4,17136,47632.99,14.19
5,2011,534.0,4,17136,47632.99,19.99
5,2011,534.0,4,17136,47632.99,17.71
5,2011,534.0,7,319252,47632.99,16.9
5,2011,534.0,7,319252,47632.99,19.88
5,2011,534.0,7,319252,47632.99,12.16
5,2011,534.0,7,319252,47632.99,14.19
5,2011,534.0,7,319252,47632.99,19.99
5,2011,534.0,7,319252,47632.99,17.71
5,2011,534.0,5,20301,47632.99,16.9
5,2011,534.0,5,20301,47632.99,19.88
5,2011,534.0,5,20301,47632.99,12.16
5,2011,534.0,5,20301,47632.99,14.19
5,2011,534.0,5,20301,47632.99,19.99
5,2011,534.0,5,20301,47632.99,17.71
5,2012,534.0,0,64654,48687.88,16.84
5,2012,534.0,0,64654,48687.88,20.08
5,2012,534.0,0,64654,48687.88,11.79
5,2012,534.0,0,64654,48687.88,14.27
5,2012,534.0,0,64654,48687.88,19.55
5,2012,534.0,0,64654,48687.88,17.47
5,2012,534.0,1,382592,48687.88,16.84
5,2012,534.0,1,382592,48687.88,20.08
5,2012,534.0,1,382592,48687.88,11.79
5,2012,534.0,1,382592,48687.88,14.27
5,2012,534.0,1,382592,48687.88,19.55
5,2012,534.0,1,382592,48687.88,17.47
5,2012,534.0,2,89098,48687.88,16.84
5,2012,534.0,2,89098,48687.88,20.08
5,2012,534.0,2,89098,48687.88,11.79
5,2012,534.0,2,89098,48687.88,14.27
5,2012,534.0,2,89098,48687.88,19.55
5,2012,534.0,2,89098,48687.88,17.47
5,2012,534.0,3,33960,48687.88,16.84
5,2012,534.0,3,33960,48687.88,20.08
5,2012,534.0,3,33960,48687.88,11.79
5,2012,534.0,3,33960,48687.88,14.27
5,2012,534.0,3,33960,48687.88,19.55
5,2012,534.0,3,33960,48687.88,17.47
5,2012,534.0,4,22598,48687.88,16.84
5,2012,534.0,4,22598,48687.88,20.08
5,2012,534.0,4,22598,48687.88,11.79
5,2012,534.0,4,22598,48687.88,14.27
5,2012,534.0,4,22598,48687.88,19.55
5,2012,534.0,4,22598,48687.88,17.47
5,2012,534.0,7,331853,48687.88,16.84
5,2012,534.0,7,331853,48687.88,20.08
5,2012,534.0,7,331853,48687.88,11.79
5,2012,534.0,7,331853,48687.88,14.27
5,2012,534.0,7,331853,48687.88,19.55
5,2012,534.0,7,331853,48687.88,17.47
5,2012,534.0,5,21511,48687.88,16.84
5,2012,534.0,5,21511,48687.88,20.08
5,2012,534.0,5,21511,48687.88,11.79
5,2012,534.0,5,21511,48687.88,14.27
5,2012,534.0,5,21511,48687.88,19.55
5,2012,534.0,5,21511,48687.88,17.47
5,2013,534.0,0,64441,45177.18,17.39
5,2013,534.0,0,64441,45177.18,20.14
5,2013,534.0,0,64441,45177.18,12.19
5,2013,534.0,0,64441,45177.18,14.74
5,2013,534.0,0,64441,45177.18,19.98
5,2013,534.0,0,64441,45177.18,18.09
5,2013,534.0,1,385434,45177.18,17.39
5,2013,534.0,1,385434,45177.18,20.14
5,2013,534.0,1,385434,45177.18,12.19
5,2013,534.0,1,385434,45177.18,14.74
5,2013,534.0,1,385434,45177.18,19.98
5,2013,534.0,1,385434,45177.18,18.09
5,2013,534.0,2,102177,45177.18,17.39
5,2013,534.0,2,102177,45177.18,20.14
5,2013,534.0,2,102177,45177.18,12.19
5,2013,534.0,2,102177,45177.18,14.74
5,2013,534.0,2,102177,45177.18,19.98
5,2013,534.0,2,102177,45177.18,18.09
5,2013,534.0,3,34419,45177.18,17.39
5,2013,534.0,3,34419,45177.18,20.14
5,2013,534.0,3,34419,45177.18,12.19
5,2013,534.0,3,34419,45177.18,14.74
5,2013,534.0,3,34419,45177.18,19.98
5,2013,534.0,3,34419,45177.18,18.09
5,2013,534.0,4,22336,45177.18,17.39
5,2013,534.0,4,22336,45177.18,20.14
5,2013,534.0,4,22336,45177.18,12.19
5,2013,534.0,4,22336,45177.18,14.74
5,2013,534.0,4,22336,45177.18,19.98
5,2013,534.0,4,22336,45177.18,18.09
5,2013,534.0,7,344391,45177.18,17.39
5,2013,534.0,7,344391,45177.18,20.14
5,2013,534.0,7,344391,45177.18,12.19
5,2013,534.0,7,344391,45177.18,14.74
5,2013,534.0,7,344391,45177.18,19.98
5,2013,534.0,7,344391,45177.18,18.09
5,2013,534.0,5,17609,45177.18,17.39
5,2013,534.0,5,17609,45177.18,20.14
5,2013,534.0,5,17609,45177.18,12.19
5,2013,534.0,5,17609,45177.18,14.74
5,2013,534.0,5,17609,45177.18,19.98
5,2013,534.0,5,17609,45177.18,18.09
6,1990,1110.0,0,81800,4246.0,9.23
6,1990,1110.0,1,249854,4246.0,9.23
6,1990,1110.0,4,19046,4246.0,9.23
6,1990,1110.0,5,50479,4246.0,9.23
6,1991,1110.0,0,84800,4487.0,8.15
6,1991,1110.0,1,236372,4487.0,8.15
6,1991,1110.0,4,24958,4487.0,8.15
6,1991,1110.0,5,50735,4487.0,8.15
6,1992,1110.0,0,64800,3897.0,9.49
6,1992,1110.0,1,223470,3897.0,9.49
6,1992,1110.0,4,17480,3897.0,9.49
6,1992,1110.0,5,53938,3897.0,9.49
6,1993,1110.0,0,89710,3984.0,8.48
6,1993,1110.0,1,284925,3984.0,8.48
6,1993,1110.0,4,23168,3984.0,8.48
6,1993,1110.0,5,42246,3984.0,8.48
6,1994,1110.0,0,79160,3619.0,9.89
6,1994,1110.0,1,199650,3619.0,9.89
6,1994,1110.0,4,22505,3619.0,9.89
6,1994,1110.0,5,52088,3619.0,9.89
6,1995,1110.0,0,85000,3402.0,8.79
6,1995,1110.0,1,267949,3402.0,8.79
6,1995,1110.0,4,22768,3402.0,8.79
6,1995,1110.0,5,50856,3402.0,8.79
6,1996,1110.0,0,86200,3565.0,7.4
6,1996,1110.0,1,291997,3565.0,7.4
6,1996,1110.0,4,20100,3565.0,7.4
6,1996,1110.0,5,50069,3565.0,7.4
6,1997,1110.0,0,97800,3689.6,8.37
6,1997,1110.0,1,288325,3689.6,8.37
6,1997,1110.0,4,22000,3689.6,8.37
6,1997,1110.0,5,52044,3689.6,8.37
6,1998,1110.0,0,96100,3340.3,9.01
6,1998,1110.0,1,283064,3340.3,9.01
6,1998,1110.0,4,25189,3340.3,9.01
6,1998,1110.0,5,50749,3340.3,9.01
6,1999,1110.0,0,96000,3418.6,9.17
6,1999,1110.0,1,307044,3418.6,9.17
6,1999,1110.0,4,27209,3418.6,9.17
6,1999,1110.0,5,54348,3418.6,9.17
6,2000,1110.0,0,98600,3563.2,10.08
6,2000,1110.0,1,292627,3563.2,10.08
6,2000,1110.0,4,21139,3563.2,10.08
6,2000,1110.0,5,44688,3563.2,10.08
6,2001,1110.0,0,90869,3132.2,8.75
6,2001,1110.0,1,300394,3132.2,8.75
6,2001,1110.0,4,20736,3132.2,8.75
6,2001,1110.0,5,52412,3132.2,8.75
6,2002,1110.0,0,99815,3079.2,9.62
6,2002,1110.0,1,303832,3079.2,9.62
6,2002,1110.0,4,25244,3079.2,9.62
6,2002,1110.0,5,49667,3079.2,9.62
6,2004,1110.0,0,96544,3301.7,8.76
6,2004,1110.0,1,316117,3301.7,8.76
6,2004,1110.0,4,25092,3301.7,8.76
6,2004,1110.0,5,59234,3301.7,8.76
6,2005,1110.0,0,106570,3404.0,8.6
6,2005,1110.0,1,343985,3404.0,8.6
6,2005,1110.0,4,28267,3404.0,8.6
6,2005,1110.0,5,50286,3404.0,8.6
6,2006,1110.0,0,96370,3415.7,9.13
6,2006,1110.0,1,298641,3415.7,9.13
6,2006,1110.0,4,25970,3415.7,9.13
6,2006,1110.0,5,49066,3415.7,9.13
6,2007,1110.0,0,103128,3526.6,10.03
6,2007,1110.0,1,294931,3526.6,10.03
6,2007,1110.0,4,26211,3526.6,10.03
6,2007,1110.0,5,47763,3526.6,10.03
6,2008,1110.0,0,113173,4246.7,9.96
6,2008,1110.0,1,331993,4246.7,9.96
6,2008,1110.0,4,29369,4246.7,9.96
6,2008,1110.0,5,56935,4246.7,9.96
6,2009,1110.0,0,108293,3531.8,9.48
6,2009,1110.0,1,324947,3531.8,9.48
6,2009,1110.0,4,28171,3531.8,9.48
6,2009,1110.0,5,49295,3531.8,9.48
6,2010,1110.0,0,97247,3692.4,8.36
6,2010,1110.0,1,305703,3692.4,8.36
6,2010,1110.0,3,67666,3692.4,8.36
6,2010,1110.0,4,27501,3692.4,8.36
6,2010,1110.0,5,50117,3692.4,8.36
6,2011,1110.0,0,112996,3441.5,9.42
6,2011,1110.0,1,357127,3441.5,9.42
6,2011,1110.0,3,67299,3441.5,9.42
6,2011,1110.0,4,28691,3441.5,9.42
6,2011,1110.0,5,58549,3441.5,9.42
6,2012,1110.0,0,107025,3563.3,9.42
6,2012,1110.0,1,305491,3563.3,9.42
6,2012,1110.0,3,68081,3563.3,9.42
6,2012,1110.0,4,28051,3563.3,9.42
6,2012,1110.0,5,41388,3563.3,9.42
6,2013,1110.0,0,81173,3108.6,10.03
6,2013,1110.0,1,285897,3108.6,10.03
6,2013,1110.0,3,52447,3108.6,10.03
6,2013,1110.0,4,19697,3108.6,10.03
6,2013,1110.0,5,53743,3108.6,10.03
7,1992,447.0,0,18740,148.68,10.93
7,1992,447.0,1,82701,148.68,10.93
7,1992,447.0,2,7292,148.68,10.93
7,1992,447.0,3,578,148.68,10.93
7,1992,447.0,4,1141,148.68,10.93
7,1992,447.0,5,21705,148.68,10.93
7,1993,447.0,0,13918,148.68,10.53
7,1993,447.0,1,78059,148.68,10.53
7,1993,447.0,2,9461,148.68,10.53
7,1993,447.0,3,1659,148.68,10.53
7,1993,447.0,4,811,148.68,10.53
7,1993,447.0,5,16855,148.68,10.53
7,1994,447.0,0,14619,148.68,11.32
7,1994,447.0,1,82623,148.68,11.32
7,1994,447.0,2,10059,148.68,11.32
7,1994,447.0,3,2323,148.68,11.32
7,1994,447.0,4,1905,148.68,11.32
7,1994,447.0,5,16296,148.68,11.32
7,1995,447.0,0,11810,148.68,12.81
7,1995,447.0,1,97450,148.68,12.81
7,1995,447.0,2,19890,148.68,12.81
7,1995,447.0,3,1317,148.68,12.81
7,1995,447.0,4,10000,148.68,12.81
7,1995,447.0,5,14940,148.68,12.81
7,1996,447.0,0,17369,148.68,11.96
7,1996,447.0,1,101359,148.68,11.96
7,1996,447.0,2,36917,148.68,11.96
7,1996,447.0,3,1389,148.68,11.96
7,1996,447.0,4,9363,148.68,11.96
7,1996,447.0,5,16627,148.68,11.96
7,1997,447.0,0,24340,148.68,11.89
7,1997,447.0,1,82711,148.68,11.89
7,1997,447.0,2,46082,148.68,11.89
7,1997,447.0,3,833,148.68,11.89
7,1997,447.0,4,10667,148.68,11.89
7,1997,447.0,5,16914,148.68,11.89
7,1998,447.0,0,29541,148.68,12.79
7,1998,447.0,1,95259,148.68,12.79
7,1998,447.0,2,48046,148.68,12.79
7,1998,447.0,3,857,148.68,12.79
7,1998,447.0,4,11111,148.68,12.79
7,1998,447.0,5,15764,148.68,12.79
7,1999,447.0,0,35343,148.68,12.74
7,1999,447.0,1,95214,148.68,12.74
7,1999,447.0,2,44415,148.68,12.74
7,1999,447.0,4,12000,148.68,12.74
7,1999,447.0,5,19992,148.68,12.74
7,2000,447.0,0,32484,148.68,12.61
7,2000,447.0,1,89357,148.68,12.61
7,2000,447.0,2,50191,148.68,12.61
7,2000,447.0,3,2434,148.68,12.61
7,2000,447.0,4,11940,148.68,12.61
7,2000,447.0,5,23223,148.68,12.61
7,2001,447.0,0,37823,148.68,12.97
7,2001,447.0,1,109774,148.68,12.97
7,2001,447.0,2,48495,148.68,12.97
7,2001,447.0,4,12222,148.68,12.97
7,2001,447.0,5,26154,148.68,12.97
7,2002,447.0,0,43463,148.68,12.45
7,2002,447.0,1,121132,148.68,12.45
7,2002,447.0,2,46532,148.68,12.45
7,2002,447.0,5,26028,148.68,12.45
7,2004,447.0,0,46071,148.68,12.76
7,2004,447.0,1,141416,148.68,12.76
7,2004,447.0,2,39810,148.68,12.76
7,2004,447.0,4,17568,148.68,12.76
7,2004,447.0,5,25748,148.68,12.76
7,2005,447.0,0,47703,148.68,12.88
7,2005,447.0,1,153215,148.68,12.88
7,2005,447.0,2,35903,148.68,12.88
7,2005,447.0,4,5789,148.68,12.88
7,2005,447.0,5,25818,148.68,12.88
7,2006,447.0,0,45777,148.68,12.66
7,2006,447.0,1,149497,148.68,12.66
7,2006,447.0,2,42375,148.68,12.66
7,2006,447.0,3,10000,148.68,12.66
7,2006,447.0,4,4906,148.68,12.66
7,2006,447.0,5,26050,148.68,12.66
7,2007,447.0,0,46175,148.68,12.75
7,2007,447.0,1,154570,148.68,12.75
7,2007,447.0,2,33886,148.68,12.75
7,2007,447.0,4,4000,148.68,12.75
7,2007,447.0,5,26722,148.68,12.75
7,2008,447.0,0,47784,262.99,12.3
7,2008,447.0,1,156430,262.99,12.3
7,2008,447.0,2,27973,262.99,12.3
7,2008,447.0,3,12000,262.99,12.3
7,2008,447.0,4,5000,262.99,12.3
7,2008,447.0,5,27251,262.99,12.3
7,2009,447.0,0,47990,316.18,12.6
7,2009,447.0,1,149950,316.18,12.6
7,2009,447.0,2,25279,316.18,12.6
7,2009,447.0,4,6677,316.18,12.6
7,2009,447.0,5,25946,316.18,12.6
7,2010,447.0,0,45551,333.85,13.85
7,2010,447.0,1,144945,333.85,13.85
7,2010,447.0,2,23963,333.85,13.85
7,2010,447.0,4,7136,333.85,13.85
7,2010,447.0,5,19381,333.85,13.85
7,2011,447.0,0,45460,461.84,11.79
7,2011,447.0,1,143973,461.84,11.79
7,2011,447.0,2,20947,461.84,11.79
7,2011,447.0,4,6717,461.84,11.79
7,2011,447.0,5,24376,461.84,11.79
7,2012,447.0,0,51029,516.35,13.0
7,2012,447.0,1,146740,516.35,13.0
7,2012,447.0,2,22249,516.35,13.0
7,2012,447.0,3,1500,516.35,13.0
7,2012,447.0,4,6587,516.35,13.0
7,2012,447.0,5,26144,516.35,13.0
7,2013,447.0,0,53903,489.8,14.12
7,2013,447.0,1,151999,489.8,14.12
7,2013,447.0,2,22808,489.8,14.12
7,2013,447.0,3,5000,489.8,14.12
7,2013,447.0,4,6457,489.8,14.12
7,2013,447.0,5,26719,489.8,14.12
8,1992,1292.0,6,95859,484.59,25.1
8,1992,1292.0,0,16667,484.59,25.1
8,1992,1292.0,7,31586,484.59,25.1
8,1993,1292.0,6,90909,484.59,25.26
8,1993,1292.0,0,16000,484.59,25.26
8,1993,1292.0,7,31571,484.59,25.26
8,1994,1292.0,6,80000,484.59,25.73
8,1994,1292.0,0,17931,484.59,25.73
8,1994,1292.0,7,31254,484.59,25.73
8,1995,1292.0,6,77089,484.59,25.44
8,1995,1292.0,0,17931,484.59,25.44
8,1995,1292.0,7,30714,484.59,25.44
8,1996,1292.0,6,75783,484.59,25.06
8,1996,1292.0,0,17931,484.59,25.06
8,1996,1292.0,7,31324,484.59,25.06
8,1997,1292.0,6,75317,484.59,25.81
8,1997,1292.0,0,17400,484.59,25.81
8,1997,1292.0,7,30800,484.59,25.81
8,1998,1292.0,6,75000,484.59,25.94
8,1998,1292.0,0,19842,484.59,25.94
8,1998,1292.0,7,31724,484.59,25.94
8,1999,1292.0,6,80000,484.59,25.31
8,1999,1292.0,0,21657,484.59,25.31
8,1999,1292.0,7,38088,484.59,25.31
8,2000,1292.0,6,100000,484.59,25.16
8,2000,1292.0,0,24762,484.59,25.16
8,2000,1292.0,7,35304,484.59,25.16
8,2001,1292.0,6,102308,375.89,25.23
8,2001,1292.0,0,30000,375.89,25.23
8,2001,1292.0,7,30556,375.89,25.23
8,2002,1292.0,6,100000,384.23,25.79
8,2002,1292.0,0,30500,384.23,25.79
8,2002,1292.0,7,34792,384.23,25.79
8,2004,1292.0,6,103333,269.66,25.46
8,2004,1292.0,0,35500,269.66,25.46
8,2004,1292.0,7,33846,269.66,25.46
8,2005,1292.0,6,106816,315.74,25.43
8,2005,1292.0,0,36000,315.74,25.43
8,2005,1292.0,7,34323,315.74,25.43
8,2006,1292.0,6,106250,268.2,25.34
8,2006,1292.0,0,38000,268.2,25.34
8,2006,1292.0,7,34519,268.2,25.34
8,2007,1292.0,6,105556,268.2,25.71
8,2007,1292.0,0,40000,268.2,25.71
8,2007,1292.0,7,34364,268.2,25.71
8,2008,1292.0,6,139562,268.2,25.63
8,2008,1292.0,0,47619,268.2,25.63
8,2008,1292.0,7,34462,268.2,25.63
8,2009,1292.0,6,180917,268.2,25.46
8,2009,1292.0,0,60000,268.2,25.46
8,2009,1292.0,7,34560,268.2,25.46
8,2010,1292.0,6,221795,268.2,24.77
8,2010,1292.0,0,75333,268.2,24.77
8,2010,1292.0,8,79048,268.2,24.77
8,2010,1292.0,7,34658,268.2,24.77
8,2011,1292.0,6,225128,268.2,25.76
8,2011,1292.0,0,73085,268.2,25.76
8,2011,1292.0,8,78182,268.2,25.76
8,2011,1292.0,7,34757,268.2,25.76
8,2012,1292.0,6,223000,268.2,25.46
8,2012,1292.0,0,73404,268.2,25.46
8,2012,1292.0,8,77391,268.2,25.46
8,2012,1292.0,7,34855,268.2,25.46
8,2013,1292.0,6,221509,268.2,25.88
8,2013,1292.0,0,74465,268.2,25.88
8,2013,1292.0,8,76928,268.2,25.88
8,2013,1292.0,7,34953,268.2,25.88
9,1990,83.0,1,186667,14.05,26.26
9,1990,83.0,7,116667,14.05,26.26
9,1991,83.0,1,206667,14.05,25.73
9,1991,83.0,7,120000,14.05,25.73
9,1992,83.0,1,188000,14.05,25.09
9,1992,83.0,7,112500,14.05,25.09
9,1993,83.0,1,162857,14.05,26.09
9,1993,83.0,7,116667,14.05,26.09
9,1994,83.0,1,147500,30.86,26.66
9,1994,83.0,7,125000,30.86,26.66
9,1995,83.0,1,166667,12.46,26.18
9,1995,83.0,7,120000,12.46,26.18
9,1996,83.0,1,125000,12.16,26.76
9,1997,83.0,1,160000,9.42,26.11
9,1998,83.0,1,160000,11.15,27.54
9,1999,83.0,1,100000,12.5,27.67
9,2000,83.0,1,103333,8.65,26.99
9,2001,83.0,1,110000,9.2,27.36
9,2002,83.0,1,190000,0.91,27.19
9,2004,83.0,1,180000,12.24,27.07
9,2005,83.0,1,100000,12.75,26.89
9,2006,83.0,1,130000,12.12,27.15
9,2007,83.0,1,255556,16.25,27.13
9,2008,83.0,1,210000,10.45,26.96
9,2009,83.0,1,166667,12.59,27.24
9,2010,83.0,1,155598,9.84,28.0
9,2011,83.0,1,171162,9.14,27.01
9,2012,83.0,1,177812,9.14,27.45
9,2013,83.0,1,179569,9.14,27.86
10,1990,2666.0,0,10015,1266.0,25.98
10,1990,2666.0,0,10015,1266.0,25.98
10,1990,2666.0,1,91410,1266.0,25.98
10,1990,2666.0,1,91410,1266.0,25.98
10,1990,2666.0,2,25661,1266.0,25.98
10,1990,2666.0,2,25661,1266.0,25.98
10,1990,2666.0,3,8103,1266.0,25.98
10,1990,2666.0,3,8103,1266.0,25.98
10,1990,2666.0,7,98316,1266.0,25.98
10,1990,2666.0,7,98316,1266.0,25.98
10,1990,2666.0,5,15034,1266.0,25.98
10,1990,2666.0,5,15034,1266.0,25.98
10,1991,2666.0,0,9781,1287.0,25.85
10,1991,2666.0,0,9781,1287.0,25.85
10,1991,2666.0,1,99868,1287.0,25.85
10,1991,2666.0,1,99868,1287.0,25.85
10,1991,2666.0,2,26592,1287.0,25.85
10,1991,2666.0,2,26592,1287.0,25.85
10,1991,2666.0,3,8376,1287.0,25.85
10,1991,2666.0,3,8376,1287.0,25.85
10,1991,2666.0,7,96481,1287.0,25.85
10,1991,2666.0,7,96481,1287.0,25.85
10,1991,2666.0,5,16767,1287.0,25.85
10,1991,2666.0,5,16767,1287.0,25.85
10,1992,2666.0,0,9319,1453.0,25.86
10,1992,2666.0,0,9319,1453.0,25.86
10,1992,2666.0,1,107931,1453.0,25.86
10,1992,2666.0,1,107931,1453.0,25.86
10,1992,2666.0,2,26893,1453.0,25.86
10,1992,2666.0,2,26893,1453.0,25.86
10,1992,2666.0,3,8988,1453.0,25.86
10,1992,2666.0,3,8988,1453.0,25.86
10,1992,2666.0,7,96477,1453.0,25.86
10,1992,2666.0,7,96477,1453.0,25.86
10,1992,2666.0,5,18534,1453.0,25.86
10,1992,2666.0,5,18534,1453.0,25.86
10,1993,2666.0,0,9351,1487.0,25.73
10,1993,2666.0,0,9351,1487.0,25.73
10,1993,2666.0,1,106787,1487.0,25.73
10,1993,2666.0,1,106787,1487.0,25.73
10,1993,2666.0,2,27185,1487.0,25.73
10,1993,2666.0,2,27185,1487.0,25.73
10,1993,2666.0,3,8948,1487.0,25.73
10,1993,2666.0,3,8948,1487.0,25.73
10,1993,2666.0,7,95714,1487.0,25.73
10,1993,2666.0,7,95714,1487.0,25.73
10,1993,2666.0,5,18457,1487.0,25.73
10,1993,2666.0,5,18457,1487.0,25.73
10,1994,2666.0,0,9042,1594.5,25.91
10,1994,2666.0,0,9042,1594.5,25.91
10,1994,2666.0,1,109570,1594.5,25.91
10,1994,2666.0,1,109570,1594.5,25.91
10,1994,2666.0,2,25328,1594.5,25.91
10,1994,2666.0,2,25328,1594.5,25.91
10,1994,2666.0,3,9892,1594.5,25.91
10,1994,2666.0,3,9892,1594.5,25.91
10,1994,2666.0,7,95373,1594.5,25.91
10,1994,2666.0,7,95373,1594.5,25.91
10,1994,2666.0,5,18390,1594.5,25.91
10,1994,2666.0,5,18390,1594.5,25.91
10,1995,2666.0,0,10700,1702.0,26.09
10,1995,2666.0,0,10700,1702.0,26.09
10,1995,2666.0,1,111665,1702.0,26.09
10,1995,2666.0,1,111665,1702.0,26.09
10,1995,2666.0,2,26527,1702.0,26.09
10,1995,2666.0,2,26527,1702.0,26.09
10,1995,2666.0,3,9804,1702.0,26.09
10,1995,2666.0,3,9804,1702.0,26.09
10,1995,2666.0,7,95186,1702.0,26.09
10,1995,2666.0,7,95186,1702.0,26.09
10,1995,2666.0,5,19483,1702.0,26.09
10,1995,2666.0,5,19483,1702.0,26.09
10,1996,2666.0,0,10166,1919.0,26.15
10,1996,2666.0,0,10166,1919.0,26.15
10,1996,2666.0,1,112741,1919.0,26.15
10,1996,2666.0,1,112741,1919.0,26.15
10,1996,2666.0,2,27629,1919.0,26.15
10,1996,2666.0,2,27629,1919.0,26.15
10,1996,2666.0,3,9959,1919.0,26.15
10,1996,2666.0,3,9959,1919.0,26.15
10,1996,2666.0,7,96081,1919.0,26.15
10,1996,2666.0,7,96081,1919.0,26.15
10,1996,2666.0,5,19531,1919.0,26.15
10,1996,2666.0,5,19531,1919.0,26.15
10,1997,2666.0,0,10914,2035.0,25.55
10,1997,2666.0,0,10914,2035.0,25.55
10,1997,2666.0,1,112551,2035.0,25.55
10,1997,2666.0,1,112551,2035.0,25.55
10,1997,2666.0,2,27431,2035.0,25.55
10,1997,2666.0,2,27431,2035.0,25.55
10,1997,2666.0,3,10297,2035.0,25.55
10,1997,2666.0,3,10297,2035.0,25.55
10,1997,2666.0,7,93946,2035.0,25.55
10,1997,2666.0,7,93946,2035.0,25.55
10,1997,2666.0,5,20544,2035.0,25.55
10,1997,2666.0,5,20544,2035.0,25.55
10,1998,2666.0,0,7339,2068.0,26.13
10,1998,2666.0,0,7339,2068.0,26.13
10,1998,2666.0,1,113972,2068.0,26.13
10,1998,2666.0,1,113972,2068.0,26.13
10,1998,2666.0,2,29358,2068.0,26.13
10,1998,2666.0,2,29358,2068.0,26.13
10,1998,2666.0,3,7901,2068.0,26.13
10,1998,2666.0,3,7901,2068.0,26.13
10,1998,2666.0,7,95325,2068.0,26.13
10,1998,2666.0,7,95325,2068.0,26.13
10,1998,2666.0,5,22408,2068.0,26.13
10,1998,2666.0,5,22408,2068.0,26.13
10,1999,2666.0,0,12346,2532.0,26.31
